id,Taxa,order,species,hunting,redlist
732,reptiles,SQUAMATA,Pseudocalotes_brevipes,Not_Hunted,Non-threatened
733,reptiles,SQUAMATA,Pseudocalotes_kakhienensis,Not_Hunted,Non-threatened
734,reptiles,SQUAMATA,Pseudocalotes_kingdonwardi,Not_Hunted,Non-threatened
735,reptiles,SQUAMATA,Pseudocalotes_microlepis,Not_Hunted,Non-threatened
736,reptiles,SQUAMATA,Pseudoxenodon_bambusicola,Not_Hunted,Non-threatened
737,reptiles,SQUAMATA,Pseudoxenodon_karlschmidti,Not_Hunted,Non-threatened
738,reptiles,SQUAMATA,Pseudoxenodon_macrops,Not_Hunted,Non-threatened
739,reptiles,SQUAMATA,Pseudoxenodon_stejnegeri,Not_Hunted,Non-threatened
740,reptiles,SQUAMATA,Ptyas_carinata,Hunted,Non-threatened
741,reptiles,SQUAMATA,Ptyas_dhumnades,Hunted,Non-threatened
742,reptiles,SQUAMATA,Ptyas_korros,Hunted,Non-threatened
743,reptiles,SQUAMATA,Ptyas_mucosa,Hunted,Non-threatened
744,reptiles,SQUAMATA,Ptyas_nigromarginata,Not_Hunted,Non-threatened
745,reptiles,SQUAMATA,Ptyctolaemus_gularis,Not_Hunted,Non-threatened
746,reptiles,SQUAMATA,Python_bivittatus,Hunted,Threatened
747,reptiles,SQUAMATA,Rhabdophis_adleri,Not_Hunted,Non-threatened
748,reptiles,SQUAMATA,Rhabdophis_guangdongensis,Not_Hunted,Non-threatened
749,reptiles,SQUAMATA,Rhabdophis_himalayanus,Not_Hunted,Non-threatened
750,reptiles,SQUAMATA,Rhabdophis_leonardi,Not_Hunted,Non-threatened
751,reptiles,SQUAMATA,Rhabdophis_nigrocinctus,Not_Hunted,Non-threatened
752,reptiles,SQUAMATA,Rhabdophis_nuchalis,Not_Hunted,Non-threatened
753,reptiles,SQUAMATA,Rhabdophis_subminiatus,Not_Hunted,Non-threatened
754,reptiles,SQUAMATA,Rhabdophis_swinhonis,Not_Hunted,Non-threatened
755,reptiles,SQUAMATA,Rhabdophis_tigrinus,Hunted,Non-threatened
756,reptiles,SQUAMATA,Rhabdops_bicolor,Not_Hunted,Non-threatened
757,reptiles,SQUAMATA,Scincella_barbouri,Not_Hunted,Non-threatened
758,reptiles,SQUAMATA,Scincella_doriae,Not_Hunted,Non-threatened
759,reptiles,SQUAMATA,Scincella_formosensis,Not_Hunted,Non-threatened
760,reptiles,SQUAMATA,Scincella_huanrenensis,Not_Hunted,Threatened
761,reptiles,SQUAMATA,Scincella_modesta,Not_Hunted,Non-threatened
762,reptiles,SQUAMATA,Scincella_monticola,Not_Hunted,Non-threatened
763,reptiles,SQUAMATA,Scincella_potanini,Not_Hunted,Non-threatened
764,reptiles,SQUAMATA,Scincella_przewalskii,Not_Hunted,Non-threatened
765,reptiles,SQUAMATA,Scincella_reevesii,Not_Hunted,Non-threatened
766,reptiles,SQUAMATA,Scincella_schmidti,Not_Hunted,Non-threatened
767,reptiles,SQUAMATA,Scincella_tsinlingensis,Not_Hunted,Non-threatened
768,reptiles,SQUAMATA,Shinisaurus_crocodilurus,Not_Hunted,Threatened
769,reptiles,SQUAMATA,Sibynophis_chinensis,Not_Hunted,Non-threatened
770,reptiles,SQUAMATA,Sibynophis_collaris,Not_Hunted,Non-threatened
771,reptiles,SQUAMATA,Sinomicrurus_hatori,Not_Hunted,Non-threatened
772,reptiles,SQUAMATA,Sinomicrurus_kelloggi,Not_Hunted,Non-threatened
773,reptiles,SQUAMATA,Sinomicrurus_macclellandi,Not_Hunted,Non-threatened
774,reptiles,SQUAMATA,Sinomicrurus_sauteri,Not_Hunted,Non-threatened
775,reptiles,SQUAMATA,Sinonatrix_annularis,Hunted,Non-threatened
776,reptiles,SQUAMATA,Sinonatrix_percarinata,Hunted,Non-threatened
777,reptiles,SQUAMATA,Sinonatrix_yunnanensis,Not_Hunted,Non-threatened
778,reptiles,SQUAMATA,Sphenomorphus_courcyanum,Hunted,Non-threatened
779,reptiles,SQUAMATA,Sphenomorphus_incognitus,Not_Hunted,Non-threatened
780,reptiles,SQUAMATA,Sphenomorphus_indicus,Not_Hunted,Non-threatened
781,reptiles,SQUAMATA,Sphenomorphus_maculatus,Not_Hunted,Non-threatened
782,reptiles,SQUAMATA,Sphenomorphus_taiwanensis,Not_Hunted,Non-threatened
783,reptiles,SQUAMATA,Sphenomorphus_tonkinensis,Not_Hunted,Non-threatened
784,reptiles,SQUAMATA,Stichophanes_ningshaanensis,Not_Hunted,Non-threatened
785,reptiles,SQUAMATA,Subsessor_bocourti,Not_Hunted,Non-threatened
786,reptiles,SQUAMATA,Takydromus_amurensis,Not_Hunted,Non-threatened
787,reptiles,SQUAMATA,Takydromus_formosanus,Not_Hunted,Non-threatened
788,reptiles,SQUAMATA,Takydromus_hsuehshanensis,Not_Hunted,Non-threatened
789,reptiles,SQUAMATA,Takydromus_intermedius,Not_Hunted,Non-threatened
790,reptiles,SQUAMATA,Takydromus_kuehnei,Not_Hunted,Non-threatened
791,reptiles,SQUAMATA,Takydromus_luyeanus,Not_Hunted,Non-threatened
792,reptiles,SQUAMATA,Takydromus_sauteri,Not_Hunted,Non-threatened
793,reptiles,SQUAMATA,Takydromus_septentrionalis,Not_Hunted,Non-threatened
794,reptiles,SQUAMATA,Takydromus_sexlineatus,Not_Hunted,Non-threatened
795,reptiles,SQUAMATA,Takydromus_stejnegeri,Not_Hunted,Non-threatened
796,reptiles,SQUAMATA,Takydromus_sylvaticus,Not_Hunted,Non-threatened
797,reptiles,SQUAMATA,Takydromus_viridipunctatus,Not_Hunted,Non-threatened
798,reptiles,SQUAMATA,Takydromus_wolteri,Not_Hunted,Non-threatened
799,reptiles,SQUAMATA,Tenuidactylus_dadunensis,Not_Hunted,Non-threatened
800,reptiles,SQUAMATA,Tenuidactylus_elongatus,Not_Hunted,Non-threatened
801,reptiles,SQUAMATA,Teratoscincus_przewalskii,Hunted,Non-threatened
802,reptiles,SQUAMATA,Teratoscincus_roborowskii,Not_Hunted,Non-threatened
803,reptiles,SQUAMATA,Teratoscincus_scincus,Not_Hunted,Non-threatened
804,reptiles,SQUAMATA,Thermophis_baileyi,Not_Hunted,Non-threatened
805,reptiles,SQUAMATA,Thermophis_zhaoermii,Not_Hunted,Threatened
806,reptiles,SQUAMATA,Trachischium_guentheri,Not_Hunted,Non-threatened
807,reptiles,SQUAMATA,Trachischium_monticola,Not_Hunted,Non-threatened
808,reptiles,SQUAMATA,Trachischium_tenuiceps,Not_Hunted,Non-threatened
809,reptiles,SQUAMATA,Trapelus_sanguinolentus,Not_Hunted,Non-threatened
810,reptiles,SQUAMATA,Trimeresurus_albolabris,Not_Hunted,Non-threatened
811,reptiles,SQUAMATA,Trimeresurus_gracilis,Not_Hunted,Non-threatened
812,reptiles,SQUAMATA,Trimeresurus_gumprechti,Not_Hunted,Non-threatened
813,reptiles,SQUAMATA,Trimeresurus_medoensis,Not_Hunted,Non-threatened
814,reptiles,SQUAMATA,Trimeresurus_popeiorum,Not_Hunted,Non-threatened
815,reptiles,SQUAMATA,Trimeresurus_sichuanensis,Not_Hunted,Non-threatened
816,reptiles,SQUAMATA,Trimeresurus_stejnegeri,Not_Hunted,Non-threatened
817,reptiles,SQUAMATA,Trimeresurus_tibetanus,Not_Hunted,Non-threatened
818,reptiles,SQUAMATA,Trimeresurus_yunnanensis,Not_Hunted,Non-threatened
819,reptiles,SQUAMATA,Tropidophorus_berdmorei,Not_Hunted,Non-threatened
820,reptiles,SQUAMATA,Tropidophorus_guangxiensis,Not_Hunted,Non-threatened
821,reptiles,SQUAMATA,Tropidophorus_hainanus,Not_Hunted,Non-threatened
822,reptiles,SQUAMATA,Tropidophorus_sinicus,Not_Hunted,Non-threatened
823,reptiles,SQUAMATA,Varanus_bengalensis,Not_Hunted,Non-threatened
824,reptiles,SQUAMATA,Varanus_nebulosus,Not_Hunted,Non-threatened
825,reptiles,SQUAMATA,Varanus_salvator,Not_Hunted,Non-threatened
826,reptiles,SQUAMATA,Vipera_berus,Not_Hunted,Non-threatened
827,reptiles,SQUAMATA,Vipera_renardi,Not_Hunted,Threatened
828,reptiles,SQUAMATA,Xenochrophis_flavipunctatus,Not_Hunted,Non-threatened
829,reptiles,SQUAMATA,Xenochrophis_piscator,Hunted,Non-threatened
830,reptiles,SQUAMATA,Xenopeltis_hainanensis,Not_Hunted,Non-threatened
831,reptiles,SQUAMATA,Xenopeltis_unicolor,Not_Hunted,Non-threatened
832,reptiles,SQUAMATA,Zootoca_vivipara,Not_Hunted,Non-threatened
833,birds,PASSERIFORMES,Abroscopus_albogularis,Non_hunted,Non_threatened
834,birds,PASSERIFORMES,Abroscopus_schisticeps,Non_hunted,Non_threatened
835,birds,PASSERIFORMES,Abroscopus_superciliaris,Non_hunted,Non_threatened
836,birds,ACCIPITRIFORMES,Accipiter_badius,Hunted,Non_threatened
837,birds,ACCIPITRIFORMES,Accipiter_gentilis,Hunted,Non_threatened
838,birds,ACCIPITRIFORMES,Accipiter_gularis,Hunted,Non_threatened
839,birds,ACCIPITRIFORMES,Accipiter_nisus,Hunted,Non_threatened
840,birds,ACCIPITRIFORMES,Accipiter_soloensis,Hunted,Non_threatened
841,birds,ACCIPITRIFORMES,Accipiter_trivirgatus,Hunted,Non_threatened
842,birds,ACCIPITRIFORMES,Accipiter_virgatus,Hunted,Non_threatened
843,birds,BUCEROTIFORMES,Aceros_nipalensis,Non_hunted,Threatened
844,birds,BUCEROTIFORMES,Aceros_undulatus,Non_hunted,Non_threatened
845,birds,PASSERIFORMES,Acridotheres_albocinctus,Non_hunted,Non_threatened
846,birds,PASSERIFORMES,Acridotheres_cristatellus,Hunted,Non_threatened
847,birds,PASSERIFORMES,Acridotheres_grandis,Hunted,Non_threatened
848,birds,PASSERIFORMES,Acridotheres_tristis,Non_hunted,Non_threatened
849,birds,PASSERIFORMES,Acrocephalus_aedon,Hunted,Non_threatened
850,birds,PASSERIFORMES,Acrocephalus_agricola,Non_hunted,Non_threatened
851,birds,PASSERIFORMES,Acrocephalus_arundinaceus,Hunted,Non_threatened
852,birds,PASSERIFORMES,Acrocephalus_bistrigiceps,Hunted,Non_threatened
853,birds,PASSERIFORMES,Acrocephalus_concinens,Non_hunted,Non_threatened
854,birds,PASSERIFORMES,Acrocephalus_dumetorum,Non_hunted,Non_threatened
855,birds,PASSERIFORMES,Acrocephalus_melanopogon,Non_hunted,Non_threatened
856,birds,PASSERIFORMES,Acrocephalus_schoenobaenus,Non_hunted,Non_threatened
857,birds,PASSERIFORMES,Acrocephalus_scirpaceus,Non_hunted,Non_threatened
858,birds,PASSERIFORMES,Acrocephalus_sorghophilus,Hunted,Threatened
859,birds,PASSERIFORMES,Acrocephalus_stentoreus,Hunted,Non_threatened
860,birds,PASSERIFORMES,Acrocephalus_tangorum,Hunted,Threatened
861,birds,PASSERIFORMES,Actinodura_egertoni,Non_hunted,Non_threatened
862,birds,PASSERIFORMES,Actinodura_morrisoniana,Non_hunted,Non_threatened
863,birds,PASSERIFORMES,Actinodura_nipalensis,Non_hunted,Non_threatened
864,birds,PASSERIFORMES,Actinodura_ramsayi,Non_hunted,Non_threatened
865,birds,PASSERIFORMES,Actinodura_souliei,Non_hunted,Non_threatened
866,birds,PASSERIFORMES,Actinodura_waldeni,Non_hunted,Non_threatened
867,birds,CHARADRIIFORMES,Actitis_hypoleucos,Hunted,Non_threatened
868,birds,PASSERIFORMES,Aegithalos_caudatus,Hunted,Non_threatened
869,birds,PASSERIFORMES,Aegithalos_concinnus,Hunted,Non_threatened
870,birds,PASSERIFORMES,Aegithalos_fuliginosus,Non_hunted,Non_threatened
871,birds,PASSERIFORMES,Aegithalos_iouschistos,Non_hunted,Non_threatened
872,birds,PASSERIFORMES,Aegithina_lafresnayei,Non_hunted,Non_threatened
873,birds,PASSERIFORMES,Aegithina_tiphia,Non_hunted,Non_threatened
874,birds,STRIGIFORMES,Aegolius_funereus,Non_hunted,Non_threatened
875,birds,ACCIPITRIFORMES,Aegypius_monachus,Hunted,Non_threatened
876,birds,PASSERIFORMES,Aethopyga_christinae,Non_hunted,Non_threatened
877,birds,PASSERIFORMES,Aethopyga_gouldiae,Hunted,Non_threatened
878,birds,PASSERIFORMES,Aethopyga_ignicauda,Non_hunted,Non_threatened
879,birds,PASSERIFORMES,Aethopyga_nipalensis,Non_hunted,Non_threatened
880,birds,PASSERIFORMES,Aethopyga_saturata,Non_hunted,Non_threatened
881,birds,PASSERIFORMES,Aethopyga_siparaja,Non_hunted,Non_threatened
882,birds,ANSERIFORMES,Aix_galericulata,Hunted,Non_threatened
883,birds,PASSERIFORMES,Alauda_arvensis,Hunted,Non_threatened
884,birds,PASSERIFORMES,Alauda_gulgula,Hunted,Non_threatened
885,birds,PASSERIFORMES,Alauda_japonica,Non_hunted,Non_threatened
886,birds,CORACIIFORMES,Alcedo_atthis,Hunted,Non_threatened
887,birds,CORACIIFORMES,Alcedo_hercules,Non_hunted,Non_threatened
888,birds,CORACIIFORMES,Alcedo_meninting,Non_hunted,Non_threatened
889,birds,PASSERIFORMES,Alcippe_brunnea,Hunted,Non_threatened
890,birds,PASSERIFORMES,Alcippe_castaneceps,Non_hunted,Non_threatened
891,birds,PASSERIFORMES,Alcippe_chrysotis,Hunted,Non_threatened
892,birds,PASSERIFORMES,Alcippe_cinerea,Non_hunted,Non_threatened
893,birds,PASSERIFORMES,Alcippe_cinereiceps,Non_hunted,Non_threatened
894,birds,PASSERIFORMES,Alcippe_danisi,Non_hunted,Non_threatened
895,birds,PASSERIFORMES,Alcippe_dubia,Non_hunted,Non_threatened
896,birds,PASSERIFORMES,Alcippe_formosana,Non_hunted,Non_threatened
897,birds,PASSERIFORMES,Alcippe_ludlowi,Non_hunted,Non_threatened
898,birds,PASSERIFORMES,Alcippe_manipurensis,Non_hunted,Non_threatened
899,birds,PASSERIFORMES,Alcippe_morrisonia,Hunted,Non_threatened
900,birds,PASSERIFORMES,Alcippe_nipalensis,Non_hunted,Non_threatened
901,birds,PASSERIFORMES,Alcippe_poioicephala,Non_hunted,Non_threatened
902,birds,PASSERIFORMES,Alcippe_ruficapilla,Non_hunted,Non_threatened
903,birds,PASSERIFORMES,Alcippe_rufogularis,Hunted,Non_threatened
904,birds,PASSERIFORMES,Alcippe_striaticollis,Non_hunted,Non_threatened
905,birds,PASSERIFORMES,Alcippe_variegaticeps,Non_hunted,Threatened
906,birds,PASSERIFORMES,Alcippe_vinipectus,Non_hunted,Non_threatened
907,birds,GALLIFORMES,Alectoris_chukar,Hunted,Non_threatened
908,birds,GALLIFORMES,Alectoris_magna,Non_hunted,Non_threatened
909,birds,PASSERIFORMES,Alophoixus_flaveolus,Non_hunted,Non_threatened
910,birds,PASSERIFORMES,Alophoixus_pallidus,Hunted,Non_threatened
911,birds,PASSERIFORMES,Amandava_amandava,Non_hunted,Non_threatened
912,birds,GRUIFORMES,Amaurornis_akool,Hunted,Non_threatened
913,birds,GRUIFORMES,Amaurornis_bicolor,Non_hunted,Non_threatened
914,birds,GRUIFORMES,Amaurornis_phoenicurus,Hunted,Non_threatened
915,birds,PASSERIFORMES,Ampeliceps_coronatus,Non_hunted,Non_threatened
916,birds,ANSERIFORMES,Anas_acuta,Hunted,Non_threatened
917,birds,ANSERIFORMES,Anas_americana,Non_hunted,Non_threatened
918,birds,ANSERIFORMES,Anas_clypeata,Hunted,Non_threatened
919,birds,ANSERIFORMES,Anas_crecca,Hunted,Non_threatened
920,birds,ANSERIFORMES,Anas_falcata,Hunted,Non_threatened
921,birds,ANSERIFORMES,Anas_formosa,Hunted,Non_threatened
922,birds,ANSERIFORMES,Anas_luzonica,Non_hunted,Threatened
923,birds,ANSERIFORMES,Anas_penelope,Hunted,Non_threatened
924,birds,ANSERIFORMES,Anas_platyrhynchos,Hunted,Non_threatened
925,birds,ANSERIFORMES,Anas_poecilorhyncha,Hunted,Non_threatened
926,birds,ANSERIFORMES,Anas_querquedula,Hunted,Non_threatened
927,birds,ANSERIFORMES,Anas_strepera,Hunted,Non_threatened
928,birds,CICONIIFORMES,Anastomus_oscitans,Non_hunted,Non_threatened
929,birds,BUCEROTIFORMES,Anorrhinus_austeni,Non_hunted,Non_threatened
930,birds,CHARADRIIFORMES,Anous_minutus,Non_hunted,Non_threatened
931,birds,CHARADRIIFORMES,Anous_stolidus,Non_hunted,Non_threatened
932,birds,ANSERIFORMES,Anser_albifrons,Hunted,Non_threatened
933,birds,ANSERIFORMES,Anser_anser,Hunted,Non_threatened
934,birds,ANSERIFORMES,Anser_cygnoides,Hunted,Threatened
935,birds,ANSERIFORMES,Anser_erythropus,Hunted,Threatened
936,birds,ANSERIFORMES,Anser_fabalis,Hunted,Non_threatened
937,birds,ANSERIFORMES,Anser_indicus,Non_hunted,Non_threatened
938,birds,BUCEROTIFORMES,Anthracoceros_albirostris,Non_hunted,Non_threatened
939,birds,PASSERIFORMES,Anthreptes_malacensis,Non_hunted,Non_threatened
940,birds,PASSERIFORMES,Anthreptes_singalensis,Non_hunted,Non_threatened
941,birds,PASSERIFORMES,Anthus_campestris,Non_hunted,Non_threatened
942,birds,PASSERIFORMES,Anthus_cervinus,Hunted,Non_threatened
943,birds,PASSERIFORMES,Anthus_godlewskii,Non_hunted,Non_threatened
944,birds,PASSERIFORMES,Anthus_gustavi,Non_hunted,Non_threatened
945,birds,PASSERIFORMES,Anthus_hodgsoni,Hunted,Non_threatened
946,birds,PASSERIFORMES,Anthus_pratensis,Non_hunted,Non_threatened
947,birds,PASSERIFORMES,Anthus_richardi,Hunted,Non_threatened
948,birds,PASSERIFORMES,Anthus_roseatus,Hunted,Non_threatened
949,birds,PASSERIFORMES,Anthus_rubescens,Non_hunted,Non_threatened
950,birds,PASSERIFORMES,Anthus_rufulus,Hunted,Non_threatened
951,birds,PASSERIFORMES,Anthus_spinoletta,Non_hunted,Non_threatened
952,birds,PASSERIFORMES,Anthus_sylvanus,Hunted,Non_threatened
953,birds,PASSERIFORMES,Anthus_trivialis,Non_hunted,Non_threatened
954,birds,APODIFORMES,Apus_acuticauda,Non_hunted,Threatened
955,birds,APODIFORMES,Apus_apus,Non_hunted,Non_threatened
956,birds,APODIFORMES,Apus_nipalensis,Non_hunted,Non_threatened
957,birds,APODIFORMES,Apus_pacificus,Non_hunted,Non_threatened
958,birds,ACCIPITRIFORMES,Aquila_chrysaetos,Hunted,Non_threatened
959,birds,ACCIPITRIFORMES,Aquila_clanga,Hunted,Threatened
960,birds,ACCIPITRIFORMES,Aquila_fasciatus,Non_hunted,Non_threatened
961,birds,ACCIPITRIFORMES,Aquila_heliaca,Non_hunted,Threatened
962,birds,ACCIPITRIFORMES,Aquila_nipalensis,Hunted,Threatened
963,birds,PASSERIFORMES,Arachnothera_longirostra,Non_hunted,Non_threatened
964,birds,PASSERIFORMES,Arachnothera_magna,Non_hunted,Non_threatened
965,birds,GALLIFORMES,Arborophila_ardens,Hunted,Threatened
966,birds,GALLIFORMES,Arborophila_atrogularis,Non_hunted,Non_threatened
967,birds,GALLIFORMES,Arborophila_brunneopectus,Hunted,Non_threatened
968,birds,GALLIFORMES,Arborophila_chloropus,Non_hunted,Non_threatened
969,birds,GALLIFORMES,Arborophila_crudigularis,Non_hunted,Non_threatened
970,birds,GALLIFORMES,Arborophila_gingica,Non_hunted,Non_threatened
971,birds,GALLIFORMES,Arborophila_mandellii,Non_hunted,Threatened
972,birds,GALLIFORMES,Arborophila_rufipectus,Hunted,Threatened
973,birds,GALLIFORMES,Arborophila_rufogularis,Non_hunted,Non_threatened
974,birds,GALLIFORMES,Arborophila_torqueola,Hunted,Non_threatened
975,birds,PELECANIFORMES,Ardea_cinerea,Hunted,Non_threatened
976,birds,PELECANIFORMES,Ardea_insignis,Non_hunted,Threatened
977,birds,PELECANIFORMES,Ardea_picata,Non_hunted,Non_threatened
978,birds,PELECANIFORMES,Ardea_purpurea,Hunted,Non_threatened
979,birds,PELECANIFORMES,Ardeola_bacchus,Hunted,Non_threatened
980,birds,PELECANIFORMES,Ardeola_grayii,Non_hunted,Non_threatened
981,birds,PELECANIFORMES,Ardeola_speciosa,Non_hunted,Non_threatened
982,birds,CHARADRIIFORMES,Arenaria_interpres,Non_hunted,Non_threatened
983,birds,PASSERIFORMES,Artamus_fuscus,Non_hunted,Non_threatened
984,birds,STRIGIFORMES,Asio_flammeus,Hunted,Non_threatened
985,birds,STRIGIFORMES,Asio_otus,Hunted,Non_threatened
986,birds,STRIGIFORMES,Athene_brama,Non_hunted,Non_threatened
987,birds,STRIGIFORMES,Athene_noctua,Hunted,Non_threatened
988,birds,ACCIPITRIFORMES,Aviceda_jerdoni,Non_hunted,Non_threatened
989,birds,ACCIPITRIFORMES,Aviceda_leuphotes,Hunted,Non_threatened
990,birds,ANSERIFORMES,Aythya_baeri,Hunted,Threatened
991,birds,ANSERIFORMES,Aythya_ferina,Hunted,Threatened
992,birds,ANSERIFORMES,Aythya_fuligula,Hunted,Non_threatened
993,birds,ANSERIFORMES,Aythya_marila,Hunted,Non_threatened
994,birds,ANSERIFORMES,Aythya_nyroca,Hunted,Non_threatened
995,birds,ANSERIFORMES,Aythya_valisineria,Non_hunted,Non_threatened
996,birds,PASSERIFORMES,Babax_koslowi,Non_hunted,Non_threatened
997,birds,PASSERIFORMES,Babax_lanceolatus,Hunted,Non_threatened
998,birds,PASSERIFORMES,Babax_waddelli,Non_hunted,Non_threatened
999,birds,GALLIFORMES,Bambusicola_fytchii,Hunted,Non_threatened
1000,birds,GALLIFORMES,Bambusicola_thoracicus,Hunted,Non_threatened
1001,birds,CAPRIMULGIFORMES,Batrachostomus_hodgsoni,Non_hunted,Non_threatened
1002,birds,PICIFORMES,Blythipicus_pyrrhotis,Non_hunted,Non_threatened
1003,birds,PASSERIFORMES,Bombycilla_garrulus,Hunted,Non_threatened
1004,birds,PASSERIFORMES,Bombycilla_japonica,Hunted,Non_threatened
1005,birds,GALLIFORMES,Bonasa_bonasia,Hunted,Non_threatened
1006,birds,GALLIFORMES,Bonasa_sewerzowi,Hunted,Non_threatened
1007,birds,PELECANIFORMES,Botaurus_stellaris,Hunted,Non_threatened
1008,birds,PASSERIFORMES,Brachypteryx_hyperythra,Non_hunted,Non_threatened
1009,birds,PASSERIFORMES,Brachypteryx_leucophrys,Non_hunted,Non_threatened
1010,birds,PASSERIFORMES,Brachypteryx_montana,Non_hunted,Non_threatened
1011,birds,PASSERIFORMES,Brachypteryx_stellata,Non_hunted,Non_threatened
1012,birds,CHARADRIIFORMES,Brachyramphus_perdix,Non_hunted,Non_threatened
1013,birds,PASSERIFORMES,Bradypterus_alishanensis,Non_hunted,Non_threatened
1014,birds,PASSERIFORMES,Bradypterus_davidi,Non_hunted,Non_threatened
1015,birds,PASSERIFORMES,Bradypterus_luteoventris,Non_hunted,Non_threatened
1016,birds,PASSERIFORMES,Bradypterus_major,Non_hunted,Non_threatened
1017,birds,PASSERIFORMES,Bradypterus_mandelli,Non_hunted,Non_threatened
1018,birds,PASSERIFORMES,Bradypterus_tacsanowskius,Non_hunted,Non_threatened
1019,birds,ANSERIFORMES,Branta_bernicla,Non_hunted,Non_threatened
1020,birds,ANSERIFORMES,Branta_canadensis,Non_hunted,Non_threatened
1021,birds,ANSERIFORMES,Branta_hutchinsii,Non_hunted,Non_threatened
1022,birds,ANSERIFORMES,Branta_leucopsis,Non_hunted,Non_threatened
1023,birds,ANSERIFORMES,Branta_ruficollis,Non_hunted,Threatened
1024,birds,STRIGIFORMES,Bubo_bubo,Hunted,Non_threatened
1025,birds,STRIGIFORMES,Bubo_coromandus,Non_hunted,Non_threatened
1026,birds,STRIGIFORMES,Bubo_nipalensis,Non_hunted,Non_threatened
1027,birds,STRIGIFORMES,Bubo_scandiaca,Non_hunted,Threatened
1028,birds,PELECANIFORMES,Bubulcus_ibis,Hunted,Non_threatened
1029,birds,ANSERIFORMES,Bucephala_clangula,Non_hunted,Non_threatened
1030,birds,BUCEROTIFORMES,Buceros_bicornis,Non_hunted,Non_threatened
1031,birds,PROCELLARIIFORMES,Bulweria_bulwerii,Non_hunted,Non_threatened
1032,birds,CHARADRIIFORMES,Burhinus_oedicnemus,Non_hunted,Non_threatened
1033,birds,ACCIPITRIFORMES,Butastur_indicus,Hunted,Non_threatened
1034,birds,ACCIPITRIFORMES,Butastur_liventer,Non_hunted,Non_threatened
1035,birds,ACCIPITRIFORMES,Butastur_teesa,Non_hunted,Non_threatened
1036,birds,ACCIPITRIFORMES,Buteo_buteo,Hunted,Non_threatened
1037,birds,ACCIPITRIFORMES,Buteo_hemilasius,Hunted,Non_threatened
1038,birds,ACCIPITRIFORMES,Buteo_lagopus,Hunted,Non_threatened
1039,birds,ACCIPITRIFORMES,Buteo_rufinus,Non_hunted,Non_threatened
1040,birds,PELECANIFORMES,Butorides_striata,Hunted,Non_threatened
1041,birds,CUCULIFORMES,Cacomantis_merulinus,Non_hunted,Non_threatened
1042,birds,CUCULIFORMES,Cacomantis_sonneratii,Non_hunted,Non_threatened
1043,birds,PASSERIFORMES,Calandrella_acutirostris,Non_hunted,Non_threatened
1044,birds,PASSERIFORMES,Calandrella_brachydactyla,Non_hunted,Non_threatened
1045,birds,PASSERIFORMES,Calandrella_cheleensis,Non_hunted,Non_threatened
1046,birds,PASSERIFORMES,Calcarius_lapponicus,Hunted,Non_threatened
1047,birds,CHARADRIIFORMES,Calidris_acuminata,Non_hunted,Non_threatened
1048,birds,CHARADRIIFORMES,Calidris_alba,Non_hunted,Non_threatened
1049,birds,CHARADRIIFORMES,Calidris_alpina,Hunted,Non_threatened
1050,birds,CHARADRIIFORMES,Calidris_bairdii,Non_hunted,Non_threatened
1051,birds,CHARADRIIFORMES,Calidris_canutus,Non_hunted,Non_threatened
1052,birds,CHARADRIIFORMES,Calidris_ferruginea,Non_hunted,Non_threatened
1053,birds,CHARADRIIFORMES,Calidris_fuscicollis,Non_hunted,Non_threatened
1054,birds,CHARADRIIFORMES,Calidris_himantopus,Non_hunted,Non_threatened
1055,birds,CHARADRIIFORMES,Calidris_mauri,Non_hunted,Non_threatened
1056,birds,CHARADRIIFORMES,Calidris_melanotos,Non_hunted,Non_threatened
1057,birds,CHARADRIIFORMES,Calidris_minuta,Non_hunted,Non_threatened
1058,birds,CHARADRIIFORMES,Calidris_minutilla,Non_hunted,Non_threatened
1059,birds,CHARADRIIFORMES,Calidris_ptilocnemis,Non_hunted,Non_threatened
1060,birds,CHARADRIIFORMES,Calidris_ruficollis,Non_hunted,Non_threatened
1061,birds,CHARADRIIFORMES,Calidris_subminuta,Non_hunted,Non_threatened
1062,birds,CHARADRIIFORMES,Calidris_temminckii,Non_hunted,Non_threatened
1063,birds,CHARADRIIFORMES,Calidris_tenuirostris,Hunted,Threatened
1064,birds,PASSERIFORMES,Callacanthis_burtoni,Non_hunted,Non_threatened
1065,birds,PROCELLARIIFORMES,Calonectris_leucomelas,Non_hunted,Non_threatened
1066,birds,CAPRIMULGIFORMES,Caprimulgus_aegyptius,Non_hunted,Non_threatened
1067,birds,CAPRIMULGIFORMES,Caprimulgus_affinis,Non_hunted,Non_threatened
1068,birds,CAPRIMULGIFORMES,Caprimulgus_centralasicus,Non_hunted,Threatened
1069,birds,CAPRIMULGIFORMES,Caprimulgus_europaeus,Non_hunted,Non_threatened
1070,birds,CAPRIMULGIFORMES,Caprimulgus_indicus,Hunted,Non_threatened
1071,birds,CAPRIMULGIFORMES,Caprimulgus_macrurus,Non_hunted,Non_threatened
1072,birds,PASSERIFORMES,Carduelis_ambigua,Hunted,Non_threatened
1073,birds,PASSERIFORMES,Carduelis_cannabina,Non_hunted,Non_threatened
1074,birds,PASSERIFORMES,Carduelis_carduelis,Non_hunted,Non_threatened
1075,birds,PASSERIFORMES,Carduelis_chloris,Non_hunted,Non_threatened
