id,Taxa,order,species,hunting,redlist
1449,birds,ACCIPITRIFORMES,Gyps_fulvus,Non_hunted,Non_threatened
1450,birds,ACCIPITRIFORMES,Gyps_himalayensis,Hunted,Non_threatened
1451,birds,PASSERIFORMES,Gypsophila_crispifrons,Non_hunted,Non_threatened
1452,birds,CHARADRIIFORMES,Haematopus_ostralegus,Non_hunted,Non_threatened
1453,birds,PASSERIFORMES,Haematospiza_sipahi,Non_hunted,Non_threatened
1454,birds,CORACIIFORMES,Halcyon_coromanda,Non_hunted,Non_threatened
1455,birds,CORACIIFORMES,Halcyon_pileata,Hunted,Non_threatened
1456,birds,CORACIIFORMES,Halcyon_smyrnensis,Hunted,Non_threatened
1457,birds,ACCIPITRIFORMES,Haliaeetus_albicilla,Non_hunted,Non_threatened
1458,birds,ACCIPITRIFORMES,Haliaeetus_leucogaster,Non_hunted,Non_threatened
1459,birds,ACCIPITRIFORMES,Haliaeetus_leucoryphus,Non_hunted,Threatened
1460,birds,ACCIPITRIFORMES,Haliaeetus_pelagicus,Non_hunted,Threatened
1461,birds,ACCIPITRIFORMES,Haliastur_indus,Non_hunted,Non_threatened
1462,birds,TROGONIFORMES,Harpactes_erythrocephalus,Non_hunted,Non_threatened
1463,birds,TROGONIFORMES,Harpactes_oreskios,Non_hunted,Non_threatened
1464,birds,TROGONIFORMES,Harpactes_wardi,Non_hunted,Non_threatened
1465,birds,APODIFORMES,Hemiprocne_coronata,Non_hunted,Non_threatened
1466,birds,PASSERIFORMES,Hemipus_picatus,Non_hunted,Non_threatened
1467,birds,PASSERIFORMES,Hemixos_castanonotus,Hunted,Non_threatened
1468,birds,PASSERIFORMES,Hemixos_flavala,Non_hunted,Non_threatened
1469,birds,PASSERIFORMES,Heterophasia_annectens,Non_hunted,Non_threatened
1470,birds,PASSERIFORMES,Heterophasia_auricularis,Non_hunted,Non_threatened
1471,birds,PASSERIFORMES,Heterophasia_capistrata,Non_hunted,Non_threatened
1472,birds,PASSERIFORMES,Heterophasia_desgodinsi,Hunted,Non_threatened
1473,birds,PASSERIFORMES,Heterophasia_gracilis,Non_hunted,Non_threatened
1474,birds,PASSERIFORMES,Heterophasia_picaoides,Non_hunted,Non_threatened
1475,birds,PASSERIFORMES,Heterophasia_pulchella,Non_hunted,Non_threatened
1476,birds,CHARADRIIFORMES,Heteroscelus_brevipes,Non_hunted,Non_threatened
1477,birds,CHARADRIIFORMES,Heteroscelus_incanus,Non_hunted,Non_threatened
1478,birds,ACCIPITRIFORMES,Hieraaetus_pennatus,Non_hunted,Non_threatened
1479,birds,CHARADRIIFORMES,Himantopus_himantopus,Hunted,Non_threatened
1480,birds,PASSERIFORMES,Hippolais_caligata,Non_hunted,Non_threatened
1481,birds,PASSERIFORMES,Hippolais_pallida,Non_hunted,Non_threatened
1482,birds,PASSERIFORMES,Hippolais_rama,Non_hunted,Non_threatened
1483,birds,APODIFORMES,Hirundapus_caudacutus,Non_hunted,Non_threatened
1484,birds,APODIFORMES,Hirundapus_celebensis,Non_hunted,Non_threatened
1485,birds,APODIFORMES,Hirundapus_cochinchinensis,Non_hunted,Non_threatened
1486,birds,APODIFORMES,Hirundapus_giganteus,Non_hunted,Non_threatened
1487,birds,PASSERIFORMES,Hirundo_concolor,Non_hunted,Non_threatened
1488,birds,PASSERIFORMES,Hirundo_daurica,Hunted,Non_threatened
1489,birds,PASSERIFORMES,Hirundo_fluvicola,Non_hunted,Non_threatened
1490,birds,PASSERIFORMES,Hirundo_rupestris,Non_hunted,Non_threatened
1491,birds,PASSERIFORMES,Hirundo_rustica,Hunted,Non_threatened
1492,birds,PASSERIFORMES,Hirundo_smithii,Non_hunted,Non_threatened
1493,birds,PASSERIFORMES,Hirundo_striolata,Non_hunted,Non_threatened
1494,birds,PASSERIFORMES,Hirundo_tahitica,Non_hunted,Non_threatened
1495,birds,ANSERIFORMES,Histrionicus_histrionicus,Non_hunted,Non_threatened
1496,birds,PASSERIFORMES,Hodgsonius_phaenicuroides,Non_hunted,Non_threatened
1497,birds,CHARADRIIFORMES,Hydrophasianus_chirurgus,Hunted,Non_threatened
1498,birds,PASSERIFORMES,Hypogramma_hypogrammicum,Non_hunted,Non_threatened
1499,birds,PASSERIFORMES,Hypothymis_azurea,Hunted,Non_threatened
1500,birds,PASSERIFORMES,Hypsipetes_leucocephalus,Hunted,Non_threatened
1501,birds,PASSERIFORMES,Hypsipetes_mcclellandii,Hunted,Non_threatened
1502,birds,CHARADRIIFORMES,Ibidorhyncha_struthersii,Non_hunted,Non_threatened
1503,birds,ACCIPITRIFORMES,Ichthyophaga_humilis,Non_hunted,Non_threatened
1504,birds,ACCIPITRIFORMES,Ictinaetus_malayensis,Hunted,Non_threatened
1505,birds,PICIFORMES,Indicator_xanthonotus,Non_hunted,Non_threatened
1506,birds,PASSERIFORMES,Iole_propinqua,Non_hunted,Non_threatened
1507,birds,PASSERIFORMES,Irena_puella,Non_hunted,Non_threatened
1508,birds,GALLIFORMES,Ithaginis_cruentus,Hunted,Non_threatened
1509,birds,PELECANIFORMES,Ixobrychus_cinnamomeus,Hunted,Non_threatened
1510,birds,PELECANIFORMES,Ixobrychus_eurhythmus,Hunted,Non_threatened
1511,birds,PELECANIFORMES,Ixobrychus_flavicollis,Hunted,Non_threatened
1512,birds,PELECANIFORMES,Ixobrychus_minutus,Hunted,Non_threatened
1513,birds,PELECANIFORMES,Ixobrychus_sinensis,Hunted,Non_threatened
1514,birds,PASSERIFORMES,Ixos_amaurotis,Non_hunted,Non_threatened
1515,birds,PICIFORMES,Jynx_torquilla,Hunted,Non_threatened
1516,birds,STRIGIFORMES,Ketupa_blakistoni,Non_hunted,Threatened
1517,birds,STRIGIFORMES,Ketupa_flavipes,Non_hunted,Non_threatened
1518,birds,STRIGIFORMES,Ketupa_zeylonensis,Non_hunted,Non_threatened
1519,birds,GALLIFORMES,Lagopus_lagopus,Non_hunted,Non_threatened
1520,birds,GALLIFORMES,Lagopus_muta,Non_hunted,Non_threatened
1521,birds,PASSERIFORMES,Lalage_nigra,Non_hunted,Non_threatened
1522,birds,PASSERIFORMES,Lanius_bucephalus,Hunted,Non_threatened
1523,birds,PASSERIFORMES,Lanius_collurio,Hunted,Non_threatened
1524,birds,PASSERIFORMES,Lanius_collurioides,Non_hunted,Non_threatened
1525,birds,PASSERIFORMES,Lanius_cristatus,Hunted,Non_threatened
1526,birds,PASSERIFORMES,Lanius_excubitor,Non_hunted,Non_threatened
1527,birds,PASSERIFORMES,Lanius_isabellinus,Non_hunted,Non_threatened
1528,birds,PASSERIFORMES,Lanius_minor,Non_hunted,Non_threatened
1529,birds,PASSERIFORMES,Lanius_schach,Hunted,Non_threatened
1530,birds,PASSERIFORMES,Lanius_sphenocercus,Hunted,Non_threatened
1531,birds,PASSERIFORMES,Lanius_tephronotus,Hunted,Non_threatened
1532,birds,PASSERIFORMES,Lanius_tigrinus,Hunted,Non_threatened
1533,birds,PASSERIFORMES,Lanius_vittatus,Non_hunted,Non_threatened
1534,birds,CHARADRIIFORMES,Larus_atricilla,Non_hunted,Non_threatened
1535,birds,CHARADRIIFORMES,Larus_brunnicephalus,Non_hunted,Non_threatened
1536,birds,CHARADRIIFORMES,Larus_cachinnans,Non_hunted,Non_threatened
1537,birds,CHARADRIIFORMES,Larus_canus,Non_hunted,Non_threatened
1538,birds,CHARADRIIFORMES,Larus_crassirostris,Non_hunted,Non_threatened
1539,birds,CHARADRIIFORMES,Larus_fuscus,Non_hunted,Non_threatened
1540,birds,CHARADRIIFORMES,Larus_genei,Non_hunted,Non_threatened
1541,birds,CHARADRIIFORMES,Larus_glaucescens,Non_hunted,Non_threatened
1542,birds,CHARADRIIFORMES,Larus_hyperboreus,Non_hunted,Non_threatened
1543,birds,CHARADRIIFORMES,Larus_ichthyaetus,Non_hunted,Non_threatened
1544,birds,CHARADRIIFORMES,Larus_minutus,Non_hunted,Non_threatened
1545,birds,CHARADRIIFORMES,Larus_pipixcan,Non_hunted,Non_threatened
1546,birds,CHARADRIIFORMES,Larus_relictus,Non_hunted,Threatened
1547,birds,CHARADRIIFORMES,Larus_ridibundus,Hunted,Non_threatened
1548,birds,CHARADRIIFORMES,Larus_saundersi,Hunted,Threatened
1549,birds,CHARADRIIFORMES,Larus_schistisagus,Non_hunted,Non_threatened
1550,birds,PASSERIFORMES,Latoucheornis_siemsseni,Non_hunted,Non_threatened
1551,birds,PASSERIFORMES,Leiothrix_argentauris,Hunted,Non_threatened
1552,birds,PASSERIFORMES,Leiothrix_lutea,Hunted,Non_threatened
1553,birds,PASSERIFORMES,Leptopoecile_elegans,Non_hunted,Non_threatened
1554,birds,PASSERIFORMES,Leptopoecile_sophiae,Non_hunted,Non_threatened
1555,birds,CICONIIFORMES,Leptoptilos_javanicus,Non_hunted,Threatened
1556,birds,GALLIFORMES,Lerwa_lerwa,Non_hunted,Non_threatened
1557,birds,PASSERIFORMES,Leucosticte_arctoa,Hunted,Non_threatened
1558,birds,PASSERIFORMES,Leucosticte_brandti,Non_hunted,Non_threatened
1559,birds,PASSERIFORMES,Leucosticte_nemoricola,Non_hunted,Non_threatened
1560,birds,PASSERIFORMES,Leucosticte_sillemi,Non_hunted,Threatened
1561,birds,CHARADRIIFORMES,Limicola_falcinellus,Non_hunted,Non_threatened
1562,birds,CHARADRIIFORMES,Limnodromus_scolopaceus,Non_hunted,Non_threatened
1563,birds,CHARADRIIFORMES,Limnodromus_semipalmatus,Non_hunted,Non_threatened
1564,birds,CHARADRIIFORMES,Limosa_lapponica,Hunted,Non_threatened
1565,birds,CHARADRIIFORMES,Limosa_limosa,Non_hunted,Non_threatened
1566,birds,PASSERIFORMES,Liocichla_omeiensis,Non_hunted,Threatened
1567,birds,PASSERIFORMES,Liocichla_phoenicea,Non_hunted,Non_threatened
1568,birds,PASSERIFORMES,Liocichla_steerii,Non_hunted,Non_threatened
1569,birds,PASSERIFORMES,Locustella_certhiola,Hunted,Non_threatened
1570,birds,PASSERIFORMES,Locustella_fasciolata,Non_hunted,Non_threatened
1571,birds,PASSERIFORMES,Locustella_lanceolata,Hunted,Non_threatened
1572,birds,PASSERIFORMES,Locustella_luscinioides,Non_hunted,Non_threatened
1573,birds,PASSERIFORMES,Locustella_naevia,Non_hunted,Non_threatened
1574,birds,PASSERIFORMES,Locustella_ochotensis,Non_hunted,Non_threatened
1575,birds,PASSERIFORMES,Locustella_pleskei,Non_hunted,Threatened
1576,birds,PASSERIFORMES,Locustella_pryeri,Non_hunted,Non_threatened
1577,birds,PASSERIFORMES,Lonchura_atricapilla,Non_hunted,Non_threatened
1578,birds,PASSERIFORMES,Lonchura_punctulata,Hunted,Non_threatened
1579,birds,PASSERIFORMES,Lonchura_striata,Hunted,Non_threatened
1580,birds,GALLIFORMES,Lophophorus_impejanus,Non_hunted,Non_threatened
1581,birds,GALLIFORMES,Lophophorus_lhuysii,Non_hunted,Threatened
1582,birds,GALLIFORMES,Lophophorus_sclateri,Non_hunted,Threatened
1583,birds,ACCIPITRIFORMES,Lophotriorchis_kienerii,Non_hunted,Non_threatened
1584,birds,GALLIFORMES,Lophura_leucomelanos,Non_hunted,Non_threatened
1585,birds,GALLIFORMES,Lophura_nycthemera,Hunted,Non_threatened
1586,birds,GALLIFORMES,Lophura_swinhoii,Non_hunted,Non_threatened
1587,birds,PSITTACIFORMES,Loriculus_vernalis,Non_hunted,Non_threatened
1588,birds,PASSERIFORMES,Loxia_curvirostra,Hunted,Non_threatened
1589,birds,PASSERIFORMES,Loxia_leucoptera,Non_hunted,Non_threatened
1590,birds,PASSERIFORMES,Luscinia_brunnea,Non_hunted,Non_threatened
1591,birds,PASSERIFORMES,Luscinia_calliope,Hunted,Non_threatened
1592,birds,PASSERIFORMES,Luscinia_cyane,Hunted,Non_threatened
1593,birds,PASSERIFORMES,Luscinia_megarhynchos,Non_hunted,Non_threatened
1594,birds,PASSERIFORMES,Luscinia_obscura,Non_hunted,Threatened
1595,birds,PASSERIFORMES,Luscinia_pectardens,Non_hunted,Non_threatened
1596,birds,PASSERIFORMES,Luscinia_pectoralis,Non_hunted,Non_threatened
1597,birds,PASSERIFORMES,Luscinia_ruficeps,Non_hunted,Threatened
1598,birds,PASSERIFORMES,Luscinia_sibilans,Hunted,Non_threatened
1599,birds,PASSERIFORMES,Luscinia_svecica,Hunted,Non_threatened
1600,birds,CHARADRIIFORMES,Lymnocryptes_minimus,Non_hunted,Non_threatened
1601,birds,PASSERIFORMES,Macronous_gularis,Non_hunted,Non_threatened
1602,birds,COLUMBIFORMES,Macropygia_ruficeps,Non_hunted,Non_threatened
1603,birds,COLUMBIFORMES,Macropygia_tenuirostris,Non_hunted,Non_threatened
1604,birds,COLUMBIFORMES,Macropygia_unchall,Non_hunted,Non_threatened
1605,birds,ANSERIFORMES,Marmaronetta_angustirostris,Non_hunted,Threatened
1606,birds,CORACIIFORMES,Megaceryle_lugubris,Hunted,Non_threatened
1607,birds,PICIFORMES,Megalaima_asiatica,Hunted,Non_threatened
1608,birds,PICIFORMES,Megalaima_australis,Non_hunted,Non_threatened
1609,birds,PICIFORMES,Megalaima_faber,Hunted,Non_threatened
1610,birds,PICIFORMES,Megalaima_faiostricta,Non_hunted,Non_threatened
1611,birds,PICIFORMES,Megalaima_franklinii,Hunted,Non_threatened
1612,birds,PICIFORMES,Megalaima_haemacephala,Non_hunted,Non_threatened
1613,birds,PICIFORMES,Megalaima_lineata,Non_hunted,Non_threatened
1614,birds,PICIFORMES,Megalaima_nuchalis,Non_hunted,Non_threatened
1615,birds,PICIFORMES,Megalaima_virens,Non_hunted,Non_threatened
1616,birds,PASSERIFORMES,Megalurus_palustris,Non_hunted,Non_threatened
1617,birds,ANSERIFORMES,Melanitta_fusca,Non_hunted,Non_threatened
1618,birds,ANSERIFORMES,Melanitta_nigra,Hunted,Non_threatened
1619,birds,PASSERIFORMES,Melanochlora_sultanea,Non_hunted,Non_threatened
1620,birds,PASSERIFORMES,Melanocorypha_bimaculata,Non_hunted,Non_threatened
1621,birds,PASSERIFORMES,Melanocorypha_calandra,Non_hunted,Non_threatened
1622,birds,PASSERIFORMES,Melanocorypha_leucoptera,Non_hunted,Non_threatened
1623,birds,PASSERIFORMES,Melanocorypha_maxima,Non_hunted,Non_threatened
1624,birds,PASSERIFORMES,Melanocorypha_mongolica,Hunted,Non_threatened
1625,birds,PASSERIFORMES,Melanocorypha_yeltoniensis,Non_hunted,Non_threatened
1626,birds,PASSERIFORMES,Melophus_lathami,Non_hunted,Non_threatened
1627,birds,ANSERIFORMES,Mergellus_albellus,Non_hunted,Non_threatened
1628,birds,ANSERIFORMES,Mergus_merganser,Hunted,Non_threatened
1629,birds,ANSERIFORMES,Mergus_serrator,Non_hunted,Non_threatened
1630,birds,ANSERIFORMES,Mergus_squamatus,Non_hunted,Threatened
1631,birds,CORACIIFORMES,Merops_apiaster,Non_hunted,Non_threatened
1632,birds,CORACIIFORMES,Merops_leschenaulti,Non_hunted,Non_threatened
1633,birds,CORACIIFORMES,Merops_orientalis,Non_hunted,Non_threatened
1634,birds,CORACIIFORMES,Merops_ornatus,Non_hunted,Non_threatened
1635,birds,CORACIIFORMES,Merops_persicus,Non_hunted,Non_threatened
1636,birds,CORACIIFORMES,Merops_philippinus,Non_hunted,Non_threatened
1637,birds,CORACIIFORMES,Merops_viridis,Non_hunted,Non_threatened
1638,birds,PELECANIFORMES,Mesophoyx_intermedia,Hunted,Non_threatened
1639,birds,CHARADRIIFORMES,Metopidius_indicus,Non_hunted,Non_threatened
1640,birds,FALCONIFORMES,Microhierax_caerulescens,Non_hunted,Non_threatened
1641,birds,FALCONIFORMES,Microhierax_melanoleucos,Non_hunted,Non_threatened
1642,birds,PASSERIFORMES,Miliaria_calandra,Non_hunted,Non_threatened
1643,birds,ACCIPITRIFORMES,Milvus_migrans,Hunted,Non_threatened
1644,birds,PASSERIFORMES,Minla_cyanouroptera,Hunted,Non_threatened
1645,birds,PASSERIFORMES,Minla_ignotincta,Non_hunted,Non_threatened
1646,birds,PASSERIFORMES,Minla_strigula,Non_hunted,Non_threatened
1647,birds,PASSERIFORMES,Mirafra_javanica,Non_hunted,Non_threatened
1648,birds,PASSERIFORMES,Monticola_gularis,Non_hunted,Non_threatened
1649,birds,PASSERIFORMES,Monticola_rufiventris,Non_hunted,Non_threatened
1650,birds,PASSERIFORMES,Monticola_saxatilis,Non_hunted,Non_threatened
1651,birds,PASSERIFORMES,Monticola_solitarius,Non_hunted,Non_threatened
1652,birds,PASSERIFORMES,Montifringilla_adamsi,Non_hunted,Non_threatened
1653,birds,PASSERIFORMES,Montifringilla_davidiana,Non_hunted,Non_threatened
1654,birds,PASSERIFORMES,Montifringilla_nivalis,Non_hunted,Non_threatened
1655,birds,PASSERIFORMES,Montifringilla_ruficollis,Non_hunted,Non_threatened
1656,birds,PASSERIFORMES,Montifringilla_taczanowskii,Non_hunted,Non_threatened
1657,birds,PASSERIFORMES,Motacilla_alba,Hunted,Non_threatened
1658,birds,PASSERIFORMES,Motacilla_cinerea,Hunted,Non_threatened
1659,birds,PASSERIFORMES,Motacilla_citreola,Hunted,Non_threatened
1660,birds,PASSERIFORMES,Motacilla_flava,Hunted,Non_threatened
1661,birds,PASSERIFORMES,Motacilla_grandis,Non_hunted,Non_threatened
1662,birds,PASSERIFORMES,Motacilla_madaraspatensis,Non_hunted,Non_threatened
1663,birds,PICIFORMES,Mulleripicus_pulverulentus,Non_hunted,Threatened
1664,birds,PASSERIFORMES,Muscicapa_dauurica,Non_hunted,Non_threatened
1665,birds,PASSERIFORMES,Muscicapa_ferruginea,Non_hunted,Non_threatened
1666,birds,PASSERIFORMES,Muscicapa_griseisticta,Hunted,Non_threatened
1667,birds,PASSERIFORMES,Muscicapa_muttui,Non_hunted,Non_threatened
1668,birds,PASSERIFORMES,Muscicapa_ruficauda,Non_hunted,Non_threatened
1669,birds,PASSERIFORMES,Muscicapa_sibirica,Non_hunted,Non_threatened
1670,birds,PASSERIFORMES,Muscicapa_striata,Non_hunted,Non_threatened
1671,birds,PASSERIFORMES,Muscicapella_hodgsoni,Non_hunted,Non_threatened
1672,birds,PASSERIFORMES,Mycerobas_affinis,Non_hunted,Non_threatened
1673,birds,PASSERIFORMES,Mycerobas_carnipes,Non_hunted,Non_threatened
1674,birds,PASSERIFORMES,Mycerobas_melanozanthos,Non_hunted,Non_threatened
1675,birds,CICONIIFORMES,Mycteria_leucocephala,Non_hunted,Non_threatened
1676,birds,PASSERIFORMES,Myophonus_caeruleus,Non_hunted,Non_threatened
1677,birds,PASSERIFORMES,Myophonus_insularis,Hunted,Non_threatened
1678,birds,PASSERIFORMES,Myzornis_pyrrhoura,Non_hunted,Non_threatened
1679,birds,PASSERIFORMES,Napothera_brevicaudata,Non_hunted,Non_threatened
1680,birds,PASSERIFORMES,Napothera_epilepidota,Non_hunted,Non_threatened
1681,birds,PASSERIFORMES,Nectarinia_asiatica,Non_hunted,Non_threatened
1682,birds,PASSERIFORMES,Nectarinia_jugularis,Non_hunted,Non_threatened
1683,birds,ACCIPITRIFORMES,Neophron_percnopterus,Non_hunted,Threatened
1684,birds,ANSERIFORMES,Netta_rufina,Hunted,Non_threatened
1685,birds,ANSERIFORMES,Nettapus_coromandelianus,Non_hunted,Non_threatened
1686,birds,PASSERIFORMES,Niltava_davidi,Non_hunted,Non_threatened
1687,birds,PASSERIFORMES,Niltava_grandis,Non_hunted,Non_threatened
1688,birds,PASSERIFORMES,Niltava_macgrigoriae,Non_hunted,Non_threatened
1689,birds,PASSERIFORMES,Niltava_sundara,Hunted,Non_threatened
1690,birds,PASSERIFORMES,Niltava_vivida,Non_hunted,Non_threatened
1691,birds,STRIGIFORMES,Ninox_scutulata,Hunted,Non_threatened
1692,birds,PELECANIFORMES,Nipponia_nippon,Hunted,Threatened
1693,birds,ACCIPITRIFORMES,Nisaetus_cirrhatus,Non_hunted,Non_threatened
1694,birds,ACCIPITRIFORMES,Nisaetus_nipalensis,Hunted,Non_threatened
1695,birds,PASSERIFORMES,Nucifraga_caryocatactes,Non_hunted,Non_threatened
1696,birds,CHARADRIIFORMES,Numenius_arquata,Non_hunted,Non_threatened
1697,birds,CHARADRIIFORMES,Numenius_madagascariensis,Non_hunted,Threatened
1698,birds,CHARADRIIFORMES,Numenius_minutus,Non_hunted,Non_threatened
1699,birds,CHARADRIIFORMES,Numenius_phaeopus,Non_hunted,Non_threatened
1700,birds,PELECANIFORMES,Nycticorax_caledonicus,Non_hunted,Non_threatened
1701,birds,PELECANIFORMES,Nycticorax_nycticorax,Hunted,Non_threatened
1702,birds,CORACIIFORMES,Nyctyornis_athertoni,Non_hunted,Non_threatened
1703,birds,PROCELLARIIFORMES,Oceanites_oceanicus,Non_hunted,Non_threatened
1704,birds,PROCELLARIIFORMES,Oceanodroma_leucorhoa,Non_hunted,Non_threatened
1705,birds,PROCELLARIIFORMES,Oceanodroma_matsudairae,Non_hunted,Threatened
1706,birds,PROCELLARIIFORMES,Oceanodroma_monorhis,Non_hunted,Non_threatened
1707,birds,PROCELLARIIFORMES,Oceanodroma_tristrami,Non_hunted,Non_threatened
1708,birds,PASSERIFORMES,Oenanthe_deserti,Non_hunted,Non_threatened
1709,birds,PASSERIFORMES,Oenanthe_isabellina,Non_hunted,Non_threatened
1710,birds,PASSERIFORMES,Oenanthe_oenanthe,Non_hunted,Non_threatened
1711,birds,PASSERIFORMES,Oenanthe_picata,Non_hunted,Non_threatened
1712,birds,PASSERIFORMES,Oenanthe_pleschanka,Non_hunted,Non_threatened
1713,birds,PASSERIFORMES,Oriolus_chinensis,Hunted,Non_threatened
1714,birds,PASSERIFORMES,Oriolus_mellianus,Non_hunted,Threatened
1715,birds,PASSERIFORMES,Oriolus_oriolus,Non_hunted,Non_threatened
1716,birds,PASSERIFORMES,Oriolus_tenuirostris,Non_hunted,Non_threatened
1717,birds,PASSERIFORMES,Oriolus_traillii,Non_hunted,Non_threatened
1718,birds,PASSERIFORMES,Oriolus_xanthornus,Non_hunted,Non_threatened
1719,birds,PASSERIFORMES,Orthotomus_atrogularis,Non_hunted,Non_threatened
1720,birds,PASSERIFORMES,Orthotomus_cuculatus,Non_hunted,Non_threatened
1721,birds,PASSERIFORMES,Orthotomus_sutorius,Hunted,Non_threatened
1722,birds,OTIDIFORMES,Otis_tarda,Non_hunted,Threatened
1723,birds,STRIGIFORMES,Otus_brucei,Non_hunted,Non_threatened
1724,birds,STRIGIFORMES,Otus_elegans,Non_hunted,Non_threatened
1725,birds,STRIGIFORMES,Otus_lettia,Hunted,Non_threatened
1726,birds,STRIGIFORMES,Otus_scops,Non_hunted,Non_threatened
1727,birds,STRIGIFORMES,Otus_semitorques,Non_hunted,Non_threatened
1728,birds,STRIGIFORMES,Otus_spilocephalus,Hunted,Non_threatened
1729,birds,STRIGIFORMES,Otus_sunia,Hunted,Non_threatened
1730,birds,ANSERIFORMES,Oxyura_leucocephala,Non_hunted,Threatened
1731,birds,ACCIPITRIFORMES,Pandion_haliaetus,Hunted,Non_threatened
1732,birds,PASSERIFORMES,Panurus_biarmicus,Non_hunted,Non_threatened
1733,birds,PASSERIFORMES,Paradoxornis_alphonsianus,Non_hunted,Non_threatened
1734,birds,PASSERIFORMES,Paradoxornis_atrosuperciliaris,Non_hunted,Non_threatened
1735,birds,PASSERIFORMES,Paradoxornis_brunneus,Non_hunted,Non_threatened
1736,birds,PASSERIFORMES,Paradoxornis_conspicillatus,Non_hunted,Non_threatened
1737,birds,PASSERIFORMES,Paradoxornis_davidianus,Non_hunted,Non_threatened
1738,birds,PASSERIFORMES,Paradoxornis_fulvifrons,Non_hunted,Non_threatened
1739,birds,PASSERIFORMES,Paradoxornis_gularis,Hunted,Non_threatened
1740,birds,PASSERIFORMES,Paradoxornis_guttaticollis,Non_hunted,Non_threatened
1741,birds,PASSERIFORMES,Paradoxornis_heudei,Hunted,Non_threatened
1742,birds,PASSERIFORMES,Paradoxornis_nipalensis,Non_hunted,Non_threatened
1743,birds,PASSERIFORMES,Paradoxornis_paradoxus,Non_hunted,Non_threatened
1744,birds,PASSERIFORMES,Paradoxornis_przewalskii,Non_hunted,Threatened
1745,birds,PASSERIFORMES,Paradoxornis_ruficeps,Non_hunted,Non_threatened
1746,birds,PASSERIFORMES,Paradoxornis_unicolor,Non_hunted,Non_threatened
1747,birds,PASSERIFORMES,Paradoxornis_verreauxi,Non_hunted,Non_threatened
1748,birds,PASSERIFORMES,Paradoxornis_webbianus,Hunted,Non_threatened
1749,birds,PASSERIFORMES,Paradoxornis_zappeyi,Non_hunted,Threatened
1750,birds,PASSERIFORMES,Parus_ater,Hunted,Non_threatened
1751,birds,PASSERIFORMES,Parus_cyanus,Non_hunted,Non_threatened
1752,birds,PASSERIFORMES,Parus_davidi,Non_hunted,Non_threatened
1753,birds,PASSERIFORMES,Parus_dichrous,Non_hunted,Non_threatened
1754,birds,PASSERIFORMES,Parus_holsti,Non_hunted,Non_threatened
1755,birds,PASSERIFORMES,Parus_hypermelaenus,Non_hunted,Non_threatened
1756,birds,PASSERIFORMES,Parus_major,Hunted,Non_threatened
1757,birds,PASSERIFORMES,Parus_montanus,Hunted,Non_threatened
1758,birds,PASSERIFORMES,Parus_monticolus,Non_hunted,Non_threatened
1759,birds,PASSERIFORMES,Parus_palustris,Hunted,Non_threatened
1760,birds,PASSERIFORMES,Parus_rubidiventris,Hunted,Non_threatened
1761,birds,PASSERIFORMES,Parus_rufonuchalis,Non_hunted,Non_threatened
1762,birds,PASSERIFORMES,Parus_spilonotus,Non_hunted,Non_threatened
1763,birds,PASSERIFORMES,Parus_superciliosus,Non_hunted,Non_threatened
1764,birds,PASSERIFORMES,Parus_varius,Hunted,Non_threatened
1765,birds,PASSERIFORMES,Parus_venustulus,Hunted,Non_threatened
1766,birds,PASSERIFORMES,Passer_ammodendri,Non_hunted,Non_threatened
1767,birds,PASSERIFORMES,Passer_domesticus,Hunted,Non_threatened
1768,birds,PASSERIFORMES,Passer_hispaniolensis,Non_hunted,Non_threatened
1769,birds,PASSERIFORMES,Passer_montanus,Hunted,Non_threatened
1770,birds,PASSERIFORMES,Passer_rutilans,Hunted,Non_threatened
1771,birds,GALLIFORMES,Pavo_muticus,Hunted,Threatened
1772,birds,CORACIIFORMES,Pelargopsis_capensis,Non_hunted,Non_threatened
1773,birds,PELECANIFORMES,Pelecanus_crispus,Non_hunted,Non_threatened
1774,birds,PELECANIFORMES,Pelecanus_onocrotalus,Non_hunted,Non_threatened
1775,birds,PELECANIFORMES,Pelecanus_philippensis,Non_hunted,Non_threatened
1776,birds,PASSERIFORMES,Pellorneum_albiventre,Non_hunted,Non_threatened
1777,birds,PASSERIFORMES,Pellorneum_ruficeps,Non_hunted,Non_threatened
1778,birds,GALLIFORMES,Perdix_dauurica,Hunted,Non_threatened
1779,birds,GALLIFORMES,Perdix_hodgsoniae,Non_hunted,Non_threatened
1780,birds,GALLIFORMES,Perdix_perdix,Non_hunted,Non_threatened
1781,birds,PASSERIFORMES,Pericrocotus_brevirostris,Non_hunted,Non_threatened
1782,birds,PASSERIFORMES,Pericrocotus_cantonensis,Non_hunted,Non_threatened
1783,birds,PASSERIFORMES,Pericrocotus_divaricatus,Hunted,Non_threatened
1784,birds,PASSERIFORMES,Pericrocotus_ethologus,Non_hunted,Non_threatened
1785,birds,PASSERIFORMES,Pericrocotus_flammeus,Non_hunted,Non_threatened
1786,birds,PASSERIFORMES,Pericrocotus_roseus,Non_hunted,Non_threatened
1787,birds,PASSERIFORMES,Pericrocotus_solaris,Non_hunted,Non_threatened
1788,birds,PASSERIFORMES,Pericrocotus_tegimae,Non_hunted,Non_threatened
1789,birds,PASSERIFORMES,Perisoreus_infaustus,Non_hunted,Non_threatened
